train_acc,train_loss,val_acc,val_loss
0.03675789473684211,4.2884893,0.06680000000000001,3.994982
0.08738947368421053,3.8634436,0.1024,3.916265
0.1509473684210526,3.5170734,0.14240000000000003,3.6994267
0.208,3.2034342,0.22519999999999996,3.1308637
0.25256842105263155,2.9431837,0.244,3.0034733
0.2925684210526316,2.7520616,0.28400000000000003,2.8359334
0.3231578947368421,2.6019921,0.32839999999999997,2.638348
0.34705263157894733,2.485755,0.34159999999999996,2.5209186
0.3714736842105263,2.3799727,0.3636000000000001,2.4242508
0.3874105263157894,2.2864833,0.3408,2.5520108
0.40800000000000003,2.2111647,0.4032,2.2371702
0.42162105263157895,2.1371512,0.4176,2.2447994
0.43749473684210527,2.066405,0.39840000000000003,2.3447716
0.45056842105263156,2.0107431,0.4132,2.1519024
0.4644421052631579,1.9478136,0.42,2.118777
0.47823157894736845,1.8943225,0.4432,2.068553
0.48844210526315796,1.8395238,0.42560000000000003,2.198996
0.49858947368421047,1.7927474,0.4828,2.008401
0.5094736842105263,1.7443397,0.47480000000000006,1.9246455
0.5195368421052632,1.7107949,0.46679999999999994,1.9860078
0.5318736842105264,1.6707535,0.46880000000000005,1.9774147
0.5376842105263159,1.6312369,0.504,1.7918859
0.5432,1.5988516,0.47,2.0140784
0.5530736842105264,1.5762464,0.508,1.7994454
0.5611789473684211,1.5399638,0.5131999999999999,1.8672293
0.5653052631578946,1.5129702,0.48760000000000003,1.978592
0.5761263157894736,1.4785463,0.5144,1.7807817
0.5822315789473684,1.4571302,0.52,1.8139421
0.5898947368421054,1.428582,0.5236,1.7652175
0.5924210526315788,1.4059892,0.5319999999999999,1.6892759
0.5997052631578947,1.3905476,0.5,1.8832854
0.6031157894736843,1.3646746,0.5332,1.747158
0.6102947368421052,1.3432373,0.5352,1.7275854
0.6133894736842106,1.322855,0.5347999999999999,1.6943655
0.6201263157894736,1.3032776,0.5472,1.746107
0.6245052631578947,1.2834452,0.5207999999999999,1.8532872
0.6290526315789474,1.2643816,0.5451999999999999,1.7274661
0.6335578947368421,1.2454486,0.5656,1.6607918
0.6370947368421053,1.2280796,0.5576000000000001,1.6790969
0.6446315789473686,1.2085202,0.5631999999999999,1.631526
0.6500842105263157,1.1934501,0.5539999999999999,1.6696782
0.6509052631578947,1.1813045,0.5548000000000001,1.6645291
0.653621052631579,1.1623349,0.5536,1.7533423
0.6637263157894736,1.1373993,0.5744,1.6899037
0.6605684210526317,1.1347567,0.5668,1.6490551
0.6678105263157895,1.114906,0.5628,1.6570092
0.6714736842105263,1.1027547,0.5764,1.5848941
0.6783368421052632,1.078698,0.5736,1.6851047
0.6782947368421053,1.0764538,0.5704,1.6436434
0.6818315789473685,1.058756,0.5664,1.6570102
0.6861473684210525,1.046878,0.5844,1.618304
0.6885263157894737,1.0308164,0.5824,1.5903864
0.692421052631579,1.0160106,0.5828,1.5975392
0.6963578947368421,1.0095463,0.5768,1.6548319
0.6971578947368421,0.9970375,0.5780000000000001,1.6663498
0.7064842105263158,0.9757219,0.5780000000000001,1.6575159
0.7102105263157895,0.96221066,0.5876,1.576584
0.7105684210526316,0.9462591,0.5916,1.6245936
0.715178947368421,0.93616635,0.584,1.61041
0.7177052631578947,0.9302767,0.5744,1.6735634
0.7192631578947369,0.9209645,0.588,1.6297361
0.7252842105263158,0.90138704,0.5920000000000001,1.6160798
0.7281684210526316,0.8870349,0.596,1.616625
0.7257894736842105,0.8872598,0.6072000000000001,1.5980436
0.731621052631579,0.8775928,0.5920000000000001,1.6256047
0.7338947368421053,0.86713815,0.5956,1.6134117
0.7418947368421052,0.8436666,0.5935999999999999,1.6419644
0.7407789473684211,0.83981013,0.5864,1.6537943
0.7436,0.8333594,0.5871999999999999,1.6845181
0.7474526315789473,0.82106775,0.5983999999999999,1.6394163
0.749557894736842,0.81238914,0.5996,1.633073
0.7518526315789473,0.8065003,0.5924,1.6358445
0.7546315789473684,0.79212403,0.5895999999999999,1.6599088
0.7526947368421052,0.79202217,0.5980000000000001,1.6363695
0.7574526315789473,0.7805321,0.5955999999999999,1.6453786
0.760463157894737,0.77067447,0.5975999999999999,1.6686854
0.7663368421052631,0.75454164,0.6012000000000001,1.6255174
0.7645052631578947,0.75595915,0.5928,1.6659088
0.7677263157894737,0.745625,0.5972,1.6656396
0.7704631578947367,0.73805684,0.5916,1.6804477
0.7705263157894737,0.7385939,0.6003999999999999,1.6711915
0.7735578947368421,0.7301032,0.5964,1.6836118
0.7737052631578947,0.7249608,0.5932,1.6903821
0.7758526315789473,0.71737474,0.5940000000000001,1.6993957
0.7788210526315789,0.7117714,0.596,1.6886557
0.7786105263157895,0.7096783,0.5952,1.6834532
0.7792,0.7054798,0.5968,1.6872977
0.7807368421052632,0.7018903,0.5972000000000001,1.6947933
0.7828842105263158,0.69683486,0.5976,1.7018406
0.7813684210526315,0.6972376,0.5972,1.6935066
0.7832842105263158,0.6896638,0.5992000000000001,1.6997044
0.7857052631578947,0.69014275,0.5995999999999999,1.711328
0.7848210526315789,0.6864308,0.5948,1.7000386
0.7853263157894738,0.68071574,0.596,1.6934868
0.7865052631578948,0.6853271,0.6,1.7045908
0.7876631578947368,0.6840504,0.5943999999999999,1.7017244
0.7876631578947368,0.6764407,0.5988,1.7106744
0.7867157894736844,0.68127555,0.5972,1.7099
0.7873473684210526,0.6835462,0.5952000000000001,1.7086209
0.7889894736842105,0.67739207,0.5944,1.6962391
