train_acc,train_loss,val_acc,val_loss
0.04406315789473684,4.2387967,0.055200000000000006,4.302865
0.0956421052631579,3.8347683,0.1,3.828499
0.15290526315789474,3.5038543,0.1656,3.4791608
0.2068,3.2026057,0.23519999999999996,3.0148566
0.2638315789473684,2.903754,0.26320000000000005,2.946944
0.3102526315789474,2.6503906,0.30000000000000004,2.7685266
0.34600000000000003,2.4757364,0.3296,2.5558503
0.37907368421052634,2.3261235,0.3604,2.5271647
0.40435789473684214,2.2043643,0.3824000000000001,2.3187509
0.42894736842105263,2.099898,0.3899999999999999,2.2851813
0.4472842105263158,2.0130343,0.4384,2.1112728
0.465178947368421,1.9349766,0.4379999999999999,2.086033
0.47915789473684217,1.8688265,0.4656,1.9495676
0.4945263157894737,1.8064579,0.47239999999999993,1.9164578
0.5082947368421052,1.7515141,0.48519999999999996,1.8844795
0.5208842105263158,1.6999764,0.4864,1.919001
0.5317052631578948,1.6556509,0.47519999999999996,1.9088392
0.5406315789473685,1.6165521,0.5072,1.766608
0.5495157894736842,1.581621,0.5087999999999999,1.7852364
0.5609684210526317,1.5397143,0.5072,1.8170509
0.5682526315789476,1.5091814,0.516,1.7593071
0.5757052631578948,1.4767494,0.4936,1.9185106
0.5807789473684211,1.448188,0.504,1.9351594
0.5891368421052632,1.4233828,0.526,1.7594173
0.5970526315789474,1.3943189,0.5384,1.7382163
0.6001894736842106,1.3704731,0.5468,1.6776317
0.6072631578947368,1.3444406,0.5452,1.689632
0.6162105263157894,1.3171803,0.5568,1.6554145
0.619178947368421,1.2986791,0.5568,1.6902375
0.6244000000000001,1.27962,0.5608000000000001,1.6521889
0.6288421052631579,1.2602556,0.5608,1.6044436
0.6375157894736844,1.236434,0.5604,1.6256893
0.6398736842105263,1.2222551,0.5516000000000001,1.7038542
0.647178947368421,1.1907752,0.5616,1.6764835
0.6522105263157895,1.1773899,0.5744,1.6177028
0.6534526315789473,1.1647227,0.5616,1.6702133
0.6590947368421053,1.1493269,0.578,1.6021794
0.6644000000000001,1.1247965,0.5748000000000001,1.621776
0.6708842105263159,1.1088538,0.5780000000000001,1.5956138
0.6754947368421053,1.0947615,0.5711999999999999,1.5829332
0.6750736842105263,1.0793487,0.5716,1.6536053
0.6842105263157895,1.060924,0.5771999999999999,1.6214405
0.6873052631578946,1.0441544,0.5783999999999999,1.6731696
0.6916421052631578,1.0259908,0.584,1.6153407
0.6965684210526316,1.0070221,0.578,1.6345696
0.6963368421052631,1.0003238,0.5728,1.7015634
0.7053894736842106,0.97621655,0.586,1.6348652
0.7041684210526317,0.9660358,0.5996000000000001,1.6048689
0.7108631578947368,0.95158654,0.5851999999999999,1.6433581
0.7142105263157895,0.9455384,0.596,1.6373134
0.7207368421052631,0.9185426,0.59,1.5852045
0.7246105263157896,0.91115206,0.5956,1.6248229
0.7267368421052632,0.8955276,0.6036,1.634734
0.7305684210526315,0.8817729,0.5896,1.6898547
0.7301473684210528,0.87438655,0.6068,1.6409979
0.7367157894736841,0.8593592,0.6023999999999999,1.6400423
0.7392421052631578,0.8514281,0.5964,1.6702757
0.7438315789473684,0.8288045,0.6032,1.6239933
0.7469684210526316,0.8145963,0.61,1.6665711
0.7493894736842105,0.80979615,0.5895999999999999,1.6812615
0.7518736842105262,0.79705167,0.5948,1.6801637
0.7553052631578947,0.7840278,0.6,1.6714703
0.7597684210526316,0.77213097,0.5984,1.6887496
0.7606947368421053,0.76265717,0.6012000000000001,1.6872964
0.7653052631578947,0.751371,0.6036,1.6852111
0.7659789473684211,0.744976,0.604,1.6871574
0.7717263157894738,0.7314052,0.606,1.6796308
0.7768631578947368,0.715055,0.6036,1.718109
0.7752631578947369,0.7118903,0.5995999999999999,1.7133346
0.7807368421052632,0.7008569,0.6116,1.6781759
0.7859789473684211,0.6852418,0.6052,1.7292753
0.7846736842105264,0.6864696,0.6068,1.7170132
0.7878526315789474,0.6748477,0.6040000000000001,1.7492479
0.7904631578947369,0.6619981,0.6083999999999999,1.735254
0.7940210526315788,0.6558003,0.6080000000000001,1.7300687
0.7977263157894737,0.63872457,0.6068,1.7417492
0.7987157894736843,0.63730687,0.6084,1.7459813
0.7987368421052631,0.6326918,0.6124,1.741746
0.8030315789473684,0.623713,0.61,1.7680931
0.8065052631578948,0.6105131,0.6216,1.7374443
0.8053684210526316,0.6104624,0.6175999999999999,1.7600827
0.8069684210526316,0.6071648,0.6144000000000001,1.7844238
0.8097684210526316,0.60019344,0.62,1.7982283
0.8095578947368421,0.59687704,0.62,1.7884446
0.8118947368421052,0.5879893,0.6172000000000001,1.7970474
0.8161263157894736,0.58382434,0.6108,1.8042794
0.8140631578947368,0.5808477,0.6156000000000001,1.7788407
0.816378947368421,0.57820773,0.6164000000000001,1.7845001
0.8175157894736842,0.5730948,0.6124,1.7965492
0.8178315789473685,0.56885606,0.6132,1.7921551
0.8179578947368422,0.57231456,0.6112000000000001,1.8026767
0.8182947368421054,0.56325537,0.616,1.7976624
0.8216210526315789,0.5614881,0.6088,1.8115654
0.823178947368421,0.55505747,0.6172000000000001,1.8084311
0.821221052631579,0.55775815,0.6152000000000001,1.8066986
0.8221684210526317,0.5577814,0.6136,1.806492
0.8219578947368421,0.55456775,0.6136,1.805578
0.8221894736842105,0.5584453,0.6136,1.8040161
0.823978947368421,0.55281335,0.6148,1.7984748
0.8219368421052632,0.5552203,0.6136,1.8062935
