train_acc,train_loss,val_acc,val_loss
0.021831578947368424,4.4580426,0.038400000000000004,4.2525463
0.045178947368421055,4.166819,0.046400000000000004,4.231773
0.07090526315789475,3.9991899,0.0664,4.1476984
0.09202105263157896,3.8666215,0.0916,3.9180975
0.10907368421052632,3.7576132,0.1176,3.685697
0.1253684210526316,3.6671185,0.1392,3.551652
0.14115789473684212,3.580367,0.134,3.5434494
0.15854736842105263,3.491266,0.15599999999999997,3.5154138
0.17338947368421054,3.4015317,0.1524,3.6265342
0.1889894736842105,3.3347259,0.1832,3.3616803
0.19844210526315786,3.2708898,0.20279999999999998,3.230441
0.21349473684210526,3.2184153,0.17240000000000003,3.520422
0.22210526315789475,3.162811,0.21760000000000002,3.1960855
0.23168421052631583,3.1029127,0.23120000000000002,3.1388426
0.24115789473684213,3.0453904,0.2232,3.2189176
0.25111578947368424,2.991748,0.21720000000000003,3.1571717
0.26206315789473683,2.9404447,0.25920000000000004,3.0315585
0.2699368421052632,2.8932192,0.26799999999999996,2.930557
0.28058947368421056,2.8425808,0.21960000000000002,3.1901002
0.29031578947368414,2.7961204,0.2648,2.9605954
0.2967157894736842,2.7613661,0.28559999999999997,2.8382711
0.3025263157894737,2.723788,0.27399999999999997,2.9381604
0.30924210526315793,2.6855474,0.24280000000000002,3.1733522
0.31760000000000005,2.6489067,0.2692,2.903569
0.3220421052631579,2.6241431,0.31720000000000004,2.6687317
0.3271157894736842,2.5941432,0.2384,3.2460015
0.3339578947368421,2.565795,0.28400000000000003,2.8925943
0.3368,2.5435944,0.32959999999999995,2.5662515
0.3429894736842105,2.5154018,0.3104,2.6804566
0.35046315789473687,2.490284,0.3056,2.6880872
0.35050526315789476,2.4729652,0.3308,2.6133633
0.35503157894736836,2.4502738,0.33799999999999997,2.5335295
0.36117894736842104,2.4357355,0.3164,2.7070813
0.3662526315789474,2.4059725,0.3144,2.7160947
0.3678526315789473,2.3842213,0.3236,2.6558666
0.3732421052631579,2.3748777,0.32800000000000007,2.6389272
0.37707368421052634,2.347476,0.3224,2.6377578
0.38063157894736843,2.333456,0.3144,2.7324862
0.3848,2.3127468,0.3036,2.7988498
0.38873684210526316,2.2980576,0.35600000000000004,2.4405954
0.3919368421052632,2.28199,0.3544,2.484299
0.3974105263157895,2.2630656,0.35839999999999994,2.4268677
0.40044210526315793,2.2558146,0.37799999999999995,2.379413
0.40324210526315796,2.2366982,0.34159999999999996,2.53483
0.40471578947368425,2.2250674,0.35,2.5144093
0.4088,2.2058413,0.37599999999999995,2.348207
0.4124,2.190633,0.3768,2.3317955
0.41475789473684216,2.1793478,0.36160000000000003,2.4404356
0.42023157894736846,2.1639204,0.31560000000000005,2.696167
0.4194105263157894,2.1591992,0.3648,2.4719903
0.42271578947368427,2.1382704,0.352,2.5023003
0.4272842105263158,2.1287725,0.3712,2.4590614
0.429621052631579,2.1107767,0.3732,2.3937058
0.43145263157894737,2.1015925,0.3792000000000001,2.3106017
0.43427368421052626,2.0855906,0.38599999999999995,2.2579243
0.43953684210526317,2.0708647,0.38239999999999996,2.3299472
0.4393894736842106,2.069399,0.38599999999999995,2.3746407
0.4454105263157895,2.0479465,0.39720000000000005,2.285383
0.44625263157894735,2.0349605,0.4056,2.2757103
0.45115789473684215,2.0248568,0.39120000000000005,2.3582342
0.44968421052631585,2.0213275,0.38160000000000005,2.4344964
0.45351578947368426,2.0066376,0.39399999999999996,2.2343688
0.4535368421052632,1.996258,0.40800000000000003,2.187692
0.4556842105263158,1.9861038,0.39599999999999996,2.2501712
0.4594736842105263,1.980746,0.40639999999999993,2.171799
0.46216842105263156,1.9668907,0.41080000000000005,2.2172697
0.4642947368421053,1.9551893,0.38799999999999996,2.331272
0.46829473684210526,1.9415101,0.41039999999999993,2.1892736
0.4694105263157894,1.9281398,0.39919999999999994,2.2591372
0.47223157894736845,1.9255104,0.4139999999999999,2.224866
0.4697263157894737,1.9216216,0.41479999999999995,2.1852074
0.47802105263157896,1.9048709,0.41759999999999997,2.213842
0.4788631578947369,1.8998096,0.4200000000000001,2.1439414
0.47728421052631576,1.897427,0.4172,2.1571004
0.4808,1.8803647,0.4172,2.1253562
0.48170526315789475,1.8806676,0.4216,2.1137266
0.48214736842105266,1.8750476,0.43439999999999995,2.1073031
0.4849894736842105,1.8670719,0.42760000000000004,2.1250734
0.4886315789473685,1.8565358,0.42719999999999997,2.1267548
0.48861052631578955,1.8457173,0.43199999999999994,2.1376965
0.4879578947368421,1.8492573,0.43479999999999996,2.1110826
0.49155789473684214,1.8435354,0.42399999999999993,2.137846
0.4904631578947369,1.832574,0.43199999999999994,2.109267
0.49406315789473687,1.8290299,0.4376,2.1121688
0.4943578947368421,1.8260419,0.42919999999999997,2.1106677
0.4966947368421053,1.8187484,0.44520000000000004,2.099595
0.4971157894736842,1.8179471,0.4396,2.0930681
0.5009684210526316,1.8131799,0.43559999999999993,2.0994394
0.49812631578947364,1.8102331,0.4384,2.0987163
0.49783157894736846,1.8008996,0.4364,2.090968
0.5010736842105263,1.8034889,0.4396,2.094052
0.5005684210526316,1.7995212,0.4352,2.0926423
0.5029052631578947,1.7992346,0.4404,2.0955784
0.4995368421052632,1.7975639,0.43920000000000003,2.0939434
0.5019789473684211,1.7978513,0.43800000000000006,2.093759
0.501578947368421,1.7966511,0.4388,2.093752
0.5024631578947368,1.7939868,0.44199999999999995,2.0915432
0.5015368421052632,1.8047458,0.4368,2.0999653
0.5046315789473684,1.7897276,0.43759999999999993,2.0945096
0.5042947368421052,1.7875923,0.4404,2.092755
